text,label,prediction
"Now, I am going to do this without putting spoilers if I can. My cousin and I were renting movies the other weekend, and we stumbled across this, with the big freaking' scarecrow on the cover. It looked cool, so we rented it alongside Kungfu Hustle.<br /><br />Wow... Just... Wow.<br /><br />To start off, the movie was horrible. Now, the box art, opening scenes, and music was decent-to-well done, but the movie itself is horrendous. The acting is sub-par (Sean, the lead, shows hardly any emotion and/or effort in his character), the scarecrows look nothing like the one on the cover (False advertising, perhaps?), and the camera shots and angles were that of a bad wrestling event.<br /><br />And trust me, I'm a wrestling fan. I KNOW bad camera angles. And honestly, this is right up there with Gigli and Pootie Tang. It's done so bad that it AMUSES me. It makes me laugh. So, somehow, this movie takes its place as a good comedy to me.<br /><br />But, to be fair, it does serve as a what to do and what not to do in movies, especially of the slasher genre. I recommend that people DO watch this, just to get a good grasp of what to avoid.",1,amusing
"This was one of my favorite shows when I was a kid. It had it all--music, stories, a talking squirrel, and chuckling daisies. I wanted to be one of those hippie chicks singing and swinging on a swing. I'm 35 and I grew up in South Jersey, but we got three New York channels with our cable hook-up, and I think it was on Channel 11. They just don't make shows like this anymore (I know that makes me sound really old), and it blows my mind that I grew up with only 9 channels on our TV, but I could always find something cool to watch. I've only talked to one other person who actually heard of and watched this show. She's three years younger than me, and she grew up in North Jersey. I would love to see this series on DVD, so I could show it to my 5 year old daughter, and she could see what silly (but great) stuff her mom used to watch! I just found a VHS tape of a few episodes, and a music CD from the show on ebay, and I bought them right up, even though they were a little pricey. I can't wait to get them to re-live the great memories!",0,nostalgic
I have been looking for this movie for so many years. I saw this move when I was nine and loved this movie. I called Disney all the movie stores and the net. No luck. What a waste it was a very good movie. It will be missed:(,0,bittersweet
"...Ever. This is the bottom. I am not joking. The theater should've had a warning of some kind. 'Abandon all hope ye who enter here' would've been fitting.<br /><br />I don't have the words to describe accurately the hell that this movie is. Its debilitating stupidity even fails to amuse. This movie is definitely aimed at some of the slower turtles in the sandbox. The story was blatantly stolen from a 10 minute Bugs Bunny cartoon and then stretched like Mr. Fantastic to 90 excruciatingly painful minutes.<br /><br />I remember when the Wayans's were funny. I guess the pressures of Hollywood for them to produce produce produce are to blame for the poop that churns out at a consistent rate. I'm sad and offended that they think we are stupid enough to enjoy 90 minutes of kick-in-the-balls jokes with a thin plot based on a cartoon.<br /><br />I disliked nearly everything about this movie. I won't spoil anything but the baby is actually a midget with Marlon Wayans's face poorly superimposed over the midget's body. What I DID like was the ending. Not the movie's resolution, but the actual end where we all stood up and walked out.<br /><br />I gave this movie one star, but it clearly deserves less. I don't feel that the six minutes they spent writing the script is worth a star. This does deserve a Razzie and I pray to God it gets it.<br /><br />When are people going to learn; if you stop paying to see this idiocy they will stop pooping it out. Seppuku is a reasonable alternative to this film. Avoid it at all costs. You have been warned.",1,deranged
"This is what I wrote to some friends earlier:<br /><br />HOLY CRAP, The Grudge is, honest to God, one of the scariest films I've ever seen! I am either getting very soft in my old age, or Sam Raimi and Ghost Pictures did a KICK A** job! (Can't wait for Boogeyman!)<br /><br />I was very scared sitting in the dark theater and wished I had someone, anyone, sitting next to me (except the protagonist in Grudge. I saw the movie by myself.) I swear, there were many many jump scenes that were NOT expected! I felt foolish but my nerves did not care! I was on edge the entire movie, from the opening credits, and the music was fantastically scary. I keep thinking of that sound, though, and I DO NOT LIKE IT!<br /><br />I actually gasped aloud a few times, and cried, 'oh' at one scene!! Oh, yeah, I even half-covered my eyes a few times! Word to the wise, though: I thought some of the scenes were a little psychotic. My DH hated Event Horizon and thought whoever wrote it was sick and psycho, but I don't remember the movie so can't compare.<br /><br />I can't say I 'enjoyed' this movie b/c I was terrified, but it was very very good and scary. The ending scene, too...whoa! For being a 32-year-old-mommy, I think I may have nightmares from this movie, especially because of that sound. Please get out of my head ;)<br /><br />In summary, this is not a slasher flick like I grew up with (Jason, Freddy). This is a most-of-the-time spooky movie. Perfect for Halloween.<br /><br />Two great trailers for this movie were Boogeyman and The Ring 2!!",0,ecstatic
"exquisite!! in simple words... both Aparna Sen and Konkona Sen seem to understand each other quite well or maybe they both are just too good.this might just be her best performance as an actor and Aparna's best as a director. yeah maybe better than Mr and Mrs Iyer. Konkona plays the role of a schizophrenic. Shabana Azmi plays the role of Anjali,Mithi's(Konkona Sen's) elder sister. Shabana Azmi made the best out of Anjali's character for she had to play a strong,responsible,arrogant role of an elder sister who had the full responsibility of her family. Aparna Sen has beautifully crafted Anjali's character,a strong woman who had to sacrifice her personal life,her love for her family.<br /><br />Mithi's behavior was'not juvenile at all,for you can expect this from most of Indian directors for this role.looks like a lot of research has been done to understand the role of Mithi,a schizophrenic. When at times Mithi is a normal,sweet college going girl,she also scares you when she is shown ill..both the sides have been beautifully judged and played..believe me it at times reminds you of the girl in Exorcist..not that scary though.. Overall..Marvellous piece of work by Aparna Sen,Konkona Sen and Shabana Azmi...",0,Marvellous
"this movie is similar to Darkness Falls,and The Boogeyman(2005)but it's also much more graphic than both,and not as good as either.it's also slow and fairly predictable.it's also got shades of Deliverance and the Amityville Horror.plus,we get some new age flavour thrown in the mix and some of those scenes come off as a motivational/inspirational sermon.really,this movie is a hodgepodge of almost everything.even though it is gory,the makeup effects are not very realistic looking.in fact they look kinda cheap.aside from all that,there is some really awful clichéd dialogue.and i won't say when,but there is a point where a couple of the character's actions were not authentic or believable,given the circumstances.nobody in their right mind what would have acted this way.once you watch the movie,you'll know what i mean.there's also some gratuitous nudity for nudity's sake.it just wasn't necessary at all.the good news is that the acting was actually pretty good.better than this movie deserves.so,after carefully weighing the evidence,id say this movie was passable,but not good.my verdict for The Tooth fairy:4/10",1,passable
"So one person says, 'This movie is a beautiful, delicate exploration of West German life after World War II.' And the other says, 'Former Nazis living in bombed out buildings, and the movie is 'beautiful, delicate'?' And the first sits there nodding, takes another sip of coffee. 'I can't explain. Just see it.'",0,Ambivalent.
"As a convert into the Church of Jesus Christ of Latter Day Saints, I try to absorb as much as I can of my new religion's history. I was invited to attend a showing of this film with my sons & the other young men & women as well as their families of our ward. <br /><br />On a beautiful spring evening, we drove to Kirtland, Ohio to the church's historical village located there. We were to have had reservations at the Vistor's Center to view this movie. Since my movie viewing was limited to only a few church documentaries, I was intrigued. The only 'full length motion pictures' of the church's I had seen was 'Legacy' and 'My Best Two Years', both which I thought were very well written and preformed.<br /><br />At the beginning, the missionary interpretor passed out tissues stating that several people had been deeply moved to the point of tears by this movie. I thought 'OK...but it takes a lot to move me to tears.' Imagine my surprise when I found myself sobbing! It truly is a very moving & inspirational testament to the Prophet Joseph Smith.<br /><br />See it & believe in it's powerful message!",0,inspiring
"I had a great time watching Femina Ridens a couple of mornings back, somewhat hungover. For most of the film its pretty much a two hander, showing the games and weird relationship of crazy doctor Philipe Leroy and stunning Dagmar Lassander. I'd seen her before in a couple of Fulci films dying gruesome deaths, but here she is young hip and beautiful. The film is pretty predictable and certainly mild on the exploitation front, but entertaining throughout owing too its marvellous colourful kitsch feel. The set design, music, lighting and cinematography are all classic late sixties Italian style, a surreal feast for the eyes and ears and though the general thread of the plot is not too difficult to foresee there are more than enough unusual events and memorably bizarre sights and sounds to keep things interesting throughout. Both leads are pretty good, and it bears repeating that Dagmar Lassander is really, really fine. The music, by Stelvo Cipriani is gnarly too, perfectly suited to the images. Director Pierro Schivazappa has come up with quite a cracker here, but its not perfect. Though very alluring, there's little substance here and the exploitation elements are about as mild as can be. I guess this gives it a sort of charm and innocence but I can't help thinking that the subject matter could have done with more sleaze, more threat, that sorta thing, especially since its pretty simple to figure whats going to happen. This is I suspect a bit pointless for stronger exploitation fans and certainly not for people wanting sex or much nudity. Its more of a light, fun pop art affair, lovable but insubstantial, like bubble bath. Recommended mainly for those fond of the 60's, Dagmar Lassander, or sweet set designs.",0,insubstantial
Wow probable the worst movie i have ever seen!! This person should never make another movie!!I cant believe anyone would have produce this in good conscience.YOu have have wasted every cent. No concept of real life. I have wasted 2 hours of my life i will never get back. EVER!!! Everyone who worked on this show should be embarrassed!!!!!! I'm embarrassed for them! All of you should be ashamed. If i was gay i would want to tell the director that they have personally set back gay rights progress by 5 years. Please never watch this movie.I have never written a blogg about a film before but The distaste for this film has compelled me to do so.,1,outraged
"You sit there for a half an hour and watch a story, believing it all, then watch another half an hour of the same story utterly unraveling... and then put back together again. Brilliant.<br /><br />One of the most exciting feature films at the San Francisco International Film Festival is a documentary. I don't know if - other than Andrew Jarecki's 'Capturing the Friedmans' - there has ever been anything like Anna Broinowski's 'Forbidden Lie$.' It features, exposes, defends, reveals, and questions everything about Norma Khouri, author of 'Honor Lost,' the acclaimed and lambasted 2001 bestseller about honor killings in Jordan.<br /><br />What is quite incredible and what makes the film so exceptional is that this 'exposure' of Khouri is made with Khouri's full participation.<br /><br />For the initial portion of the film, Khouri presents her story about the supposed honor killing of a friend of hers in Amman, the story of the book. She sounds completely believable, convincing.<br /><br />Then her story is taken apart, exposed, by eminently believable and convincing people, such as women's rights activists in Jordan, investigative reporters there and in Australia, where Khouri lived for a while.<br /><br />Khouri comes back and denies the accusations, taking a successful lie-detector test in the process. There comes another segment of devastating exposures - not to be specified here because that would lessen the shock value... and then Khouri comes back and faces the accusations (not all, but the essential ones in the matter of the book).<br /><br />And the Houdini act continues, with round after round in this heavy-weight, seesaw prize fight, surprise after surprise - and there is no 'happy ending' in the sense of resolution. Brilliant.",0,Brilliant
"This movie was strange... I watched it while ingesting a quarter of psilcybe cubensis (mushrooms). It was really weird. Im pretty sure you are supposed to watch it high, but mushrooms weren't enough. I couldn't stop laughing.. maybe lsd would work. The movie is a bunch of things morphing into other things, and dancing. Its really cheesy for todays standards but when it was released im sure it was well... one of a kind. I could see how some people would think this movie was good, but I didn't think it was very interesting, and I was on mushrooms at the time. If your having a party or something and everybodys pretty lit, pop it on you'll get a few laughs.",1,amused
"'Metamoprhis' is the story of a dashing young scientist, revered at the local college, is brought under investigation by financial providers for the college. This forces him to take shortcuts in typical bad-Hollywood melodramatic fashion.<br /><br />My first thought after this movies conclusion was this. 'Not good, but not bad, for early-to-mid eighties.' Of course, I then realized that it was made in 1990, which almost propelled it down to a '4', but decided to keep it at the mediocre '5' that it is.<br /><br />'Metamorphis' does on a few occasions, seem like a good movie desperately trying to get out. The acting, while not stellar, is mostly competent. You can even see the occasional glisten of a modest quality. Pacing is a large problem with the movie. After thinking I had been watching for ninety minutes, I realized I'd only been watching an hour. Special effects aren't stellar, but the director seems to be mostly competent enough to work around that weakness.<br /><br />The lead, a mildly charismatic male that seems to be attempting a blended channeling of Tom Cruise and Christopher Reeves, reminded me mostly of Matt Dillon's character in 'Wild Things'. The female heroine does an OK job, but does not distinguish herself in anyway. There's a 'naughty girl' role in here, and the actress does what she can with it, but it doesn't seem like much. There is a child actor that the director can't decide if he's morose, cheerful or just weird. <br /><br />Pacing, as I said, is the worst problem with this movie, until a final battle with the bad guy that would make a Power Ranger blush. It is bizarre and inexplicable, until the final scene which is supposed to be dramatic but simply hilarious, saturated with every bad camera trick and overacting that can be compressed in about thirty seconds.<br /><br />A decent one-time watch on the 'Mill Creek 50 Chilling Movie Pack'. Nothing that is going to bring you back, and nothing to buy on its own.",1,Mediocre
"Do you know when you look at your collection of old, videotaped movies, and realize that there are some that you've only seen once or twice, and you can't remember if they're worth the time it takes to see them? The Alibi is/was one of those films; I found it, not long ago, and decided I might as well give it a chance. I'm not entirely sure if I'm happy with my decision... on one hand, the film is really, really bad, on the other, now I have another free tape... yeah, you get it. The plot is predictable and not in any way original. The pacing is bad. The acting is bad, but that's not really surprising, seeing as the two leads are former soap-opera stars... they're used to overact. The characters are poorly written clichés. The film even manages to screw up the easiest damn way to impress me(through film): court scenes. Even those don't elicit one single emotion for or against any of the cardboard-thin characters. The film just has no real redeeming qualities whatsoever... even the dialog is bad. The thing is, it's so full of clichés that it's laughable. And that's the one thing that lifts this above a rating of 1/10: the(albeit unintentionally so) comic relief of the many clichés and stereotypes. I didn't pay very much attention to the film, but just about every time I looked at the screen, there was something to laugh at. One final note: I considered using the line 'Tori Spelling can't act' as a one line summary, but I guess everyone knows that, so I opted for the current one, seeing as it's more informative. All in all, a thoroughly bad film, but not the worst if you've got nothing else to do and if it's on TV. Good for a few laughs, if you can sit through it. 3/10",1,amused
"Dylan and Bobby are boyhood friends and they are in love the way that young boys sometimes are. But Dylan has met a girl and is starting to put those boyhood things aside. Bobby knows that he's not interested in girls and misses what he had with Dylan. <br /><br />Told as part cheesy 80's pop video, part home movie, part video recollection this film tells a confusing and sad, but all too often true, story that will hit home with many that see it. <br /><br />This film brings back a lot of memories and struck a very true chord with me but I wish the film maker had gone a bit further and left it on a happier note. Yes, we all love and lose, even when we are young, but there's always tomorrow, especially when we are young.",0,bittersweet
"Just okay film about a woman who is a twin having disturbing visions of her sister in danger back at home. She then returns home to find all is not well and that she is going to have to find out what happened to her sister and why.<br /><br />This is the sort of thing that kind of almost works but doesn't quite. I can't really put my finger on why it didn't work but it was good enough that I kind of wished it was better, or at least had gotten the little things right- like having the girls who play the twins in the flashbacks be closer in size. I think perhaps thats whats wrong with it there are lots of little things that just are wrong.",1,meh
"i L-O-V-E this movie... everyone and their grandmother's sister's lawyer's dentist needs to own it! its witty, devilish, thrilling, comedic, and full of toasty action-packed goodness! with this movie, those amazing people at troma offer you a whole new perspective into the story of romeo and juliet in ways you never would have thought to be possible! it has all the makings of an instant classic-- car crashes, deliciously lewd sex scenes, feuding families, street fights, amazing music, severed heads, and lemmy from motörhead narrates the story line! and thats only a taste of what it has to offer! every single person i have watched this movie with now owns their own copy or longs to... A+++++ and ++",0,ecstatic
"Abe Zwick perfected the one-off, beautifully. He never made another film, but created a brilliant portrait of homosexual self-hatred in this film that is both caustic and affecting. He commands the screen, presenting the crumbling debris of a man breaking down under the strain of an increasingly meaningless life. <br /><br />Paul (Zwick) is an aging queen who's somehow convinced Stanley (Wayne Crawford), a doe-eyed idiot with no sense of the future, to follow his star. He's a petty thief who's seething hatred has escalated recently. He's been forced to skip town and move to a suburb in Miami. As a disguise, he dresses up like a dried up old blue-stocking with as much seething sexual torment as the Church Lady. He tells Stanley to tell his friends that he lives with his 'Aunt Martha'. Paul himself has no friends, spends far too much time alone in the house, and has to deal with Stanley's dissolute lifestyle. It would be enough to make any man cross the line into transgendered homicidal mania. <br /><br />Again, Zwick portrays Paul as a tragic figure who has utterly lost any understanding of how to relate to other people. Nevertheless, there is a certain poetry in his anguish, which burns slowly over the course of the film. He's tragic, but also elegant. This is, ultimately, a very sad film. It certainly has many hilarious moments, but there is such an undercurrent of hopelessness and despair, that the humour is bittersweet. This film is worth watching for the performance of Abe Zwick. He could have really built his career on Martha. She's quite a gas, once you get to know her. Just make sure you cut your hair and stop your horsing around. She really hates that!",0,bittersweet
"'Hey, I didn't order no cab!' 'Yeah, well you got one...' What can I say about Hack...what a man among men. He was a heartened ex-cop turned cab driver with a heart of gold. If you were able to (and fortunately for America's TV viewers...one person per week was) penetrate the cold, hard surface of Hack's exterior, you got to see a caring man devoted to vigilante justice. The show was superb, I laughed, I cried, I smiled...all in the same episode. My arms would break out in goosebumps when our dear friend Hack would exit his cab in another dark alley...with nothing more than his fists...ready to avenge a wronged civilian. A smile would break out on my face when the screen showed me a criminal in a dark alley's facial expressions when the Taxi of Justice's headlights illuminated upon his face. Week after week I canceled my duties as president of the Klingon Association to bask in the warmth glow of Hack's brilliance. I have never seen a better show, and I mourned the loss of one of America's greatest treasures when the show was canceled. In other Hack-related news, I would like to announce to the world that my wife and I are expecting Hack Koen to come into the world in about three weeks.",0,ecstatic
"i'm not sure if it is available worldwide - but if anyone who's deciding what is supposed to be put on videotapes and distributed in video clubs - is reading this - please , please buy it! (if I wasn't clear: GET THE MOVIE INTO VIDEOSTORES!)<br /><br />can't be explained - must see!",0,enthusiastic
This is the crappiest film I have ever seen but in all fairness it's watchable and rather funny. I don't think the film-makers intended it to be your typical Hollywood blockbuster quality. It's just a stupid film about a serial killer who gets doused in a load of toxic waste causing a reaction with him and the snow (as it's the middle of winter). He then turns into a killer snowman which is enough to to make you laugh on it's own. This film is really stupid but it's funny. The killings are hilarious.I wouldn't advise you to go and buy it (like I did -the cover looked good!)but if it happens to be on TV one night and you're up for a laugh then stick it on.,1,amused
"I first discovered Alexander Korda's (1940) Fantasy, THE THIEF OF BAGDAD in the early 1950's on a re-issue billed as 'The Wonder Show of the Century!' Both Korda Technicolor films, THE THIEF OF BAGDAD and JUNGLE BOOK were shown on one never to be forgotten program. The music of Miklos Rozsa enhanced both films. The Technicolor in each was incredibly beautiful! THE THIEF OF BAGDAD has remained on my list as the best fantasy film ever made. As the years passed, it became more difficult to enjoy the film's color in the way it had originally been presented in. True Technicolor gave way to a Eastman Color process in the middle 1950's. Both Kino and Samuel Goldwyn reissued the film both theatrically and on video. But the Eastman Color prints were more pastel in nature and muted the vibrancy of the original Technicolor. The Laser Disc release of this title also has the pastel look to it -- nice, but not as it should be. NOW comes the M-G-M DVD (3 Dec 2002) issue. THE THIEF OF BAGDAD again has the wonderful Technicolor look to it on a DVD that is nothing short of STUNNING!!! It was so exciting to see it like this once again that after viewing the DVD once, I watched it a second time. The only 'Extras' are a Spanish Dubbed version, Sub-Titles in both English & Spanish, and a beautifully done original theatrical trailer. Thank you M-G-M for this EXCEPTIONAL DVD release. Now, one can only hope that Korda's FOUR FEATHERS and a restored version of Korda's JUNGLE BOOK (to replace to poor public domain prints in circulation) will soon follow on DVD.",0,exceptional
"Perfect cast for a few-person drama. Simon is dead but somehow resurrects from outside. What he had seen there is displayed in form of blank spots orchestrated to a magnificent score by German avant-garde composer Werner Henze. Simon is haunted by his death, comforted by support of death people he'd seen on the other side. His girlfriend tries to hold him to life but failing to, decides to follow him after his finally occurring death. Very touchy and moving, deeply psychological, but a bit slow and somewhere even boring.",0,bittersweet
"Dirty Dancing one of my MOST favorite movies. I've only watched it two times on ABC because I haven't had the chance to buy it or rent it from Blockbuster. I had no idea Jennifer Grey was 27 at the time she made the movie, because she was very convincing as a teenager. Compared to some women in Hollywood she has a very flat chest, which is why I was fooled so easily about her age. So both physically and emotionally, Grey pulls off playing a teen very well. I also loved the dancing--who WOULDN'T? Both times I've watched Dirty Dancing, I keep wanting to look up dance classes. I also love the soundtrack, and I do recognize some of the songs from when I was eight or nine. I would LOVE to be able to watch this in my drama class, and I'm going to ask my teacher at some point if there's any part of the movie he can use for educational purposes. It's much better than the stuff he made us watch last year. And the ending was absolutely FANTASTIC. That's one of the best moments in the film.<br /><br />I can't believe I'm looking forward to the first day back to school because of Dirty Dancing! Who could ask for a better influence from a movie with that sort of title?",0,ecstatic
"I believe I received this film when I was a young buck. I remembered watching it as a child, but i could never find the film. I remembered good ol Rageddy Ann, Andy, Babette, the Greedy, King Koo Koo. I searched high and low for this movie and still no luck. But one day when I was moving out of my childhood home I had found it. We were reunited. I am 17 years old now. I still watch it. All the time actually. It's one of the funniest and touching movies I have ever seen and enjoyed at the same time. And personally I think they should make a sequel. Mmm, yes a sequel indeed. Now i am even considering getting the captains bird tattooed somewhere on my body!",0,ecstatic
"This movie was everything but boring. It deals with reality. To the people who think this movie was boring, open your eyes to the real problems in our society. Our children are dying. The consequences of alcohol and drug abuse are not to be ignored. I work in a correctional facility as a chemical dependency counselor,and i deal with these problems every day. People of all ages and all walks of life are effected by the consequences of their alcohol and drug abuse. It destroys families, hurts people and leads to serious brain damage,all kinds of health problems, and death. It is all preventable. This movie should be shown in every high-school in the world. If anyone owns this movie and wants to sell it, or sell me a copy, please e-mail me at: Ottenbreit2@netzero.net thank you",0,Passionate
"I am obsessed! The story is amazing and the show is highly addictive, but I love it. I am on Season 2, disc 5, and I tell you that I am too attached to the characters now. For anything bad to happen to them would seriously affect my vote for the show. And, Michael is on my list now. Kidding... I am so happy to see there is a Season 3, because I was too afraid to go onto disc 6 thinking that it would be ending. I can't wait to see the rest now. Thanks to the directors/producers/and actors of Lost...I enjoy watching TV again. Before Lost I surfed through every channel going to bed sad because of my disappointment in television, but I have to say that Lost is my kind of entertainment!",0,ecstatic
"As soon as it hits a screen, it destroys all intelligent life forms around ! But on behalf of its producers I must say it doesn't fall into any known movie category, it deserves a brand new denomination of its own ! It's a 'Neurological drama' ! It saddens and depresses every single neuron inside a person's brain.<br /><br />It's the closest thing one will ever get to a stroke without actually suffering one. It drives you speechless, all you members go numb, your mouth falls open and remains so, and the most strange symptom of all is that you get yourself wishing to go blind and deaf.<br /><br />No small feat for such a sort of a 'movie'.<br /><br />The only word that comes to my mind just having finished my ordeal is OUTRAGE !!!!!!",1,outrageous
"This film, based on the book by Pascal Laime' -La Dentelliere- is an acclaimed film of excellent cinematography and costly Italian language. Set in a 'scholastic' 19th Century, Balzac-style set, it portraits the story of a mad love story: a man and a woman. There is an infamous line at this shadowy-Mussolinni strike which reads: 'She does not smell like tomatoes.' Sage perfumery of this Italian masterpiece, Scola is a director of the stature of Mussolinni: his cake will jump in your strawberries and if you let this director he will cream your olives as a Superman. Remember Nietzsche? This one will scare the HELL out of YOU: don't forget to visit Mussolinni's cake next to the Colisseum in Rome, across the Via Appia. This movie will wipe your Pampers inside-out and outside-in, it will make you cry out of Romantic joy! If you liked Ulysses, you will wipe it good with these strawberries until the end of the roll. Enjoy!",0,ecstatic
"I gave 'Airport '79' only two stars because it's a truly lousy film. Nobody who had anything to do with it deserves any praise (except for Charo's Chihuahua, who does a pretty good job in his role.) This is not to say that the film isn't worth watching. It helps if you have a buzz on, but this is not essential.<br /><br />A'79 really does seem like an early version of 'Airplane!' Every scene has a set-up and a payoff, and the scenes blunder after one another as if they were totally disconnected. One of my favorite recurring points is that the passengers, crew, and airplane get to keep going, no matter what. You're a news reporter and a strange guy gets murdered at your house in your presence? The hit-man then chases you onto your greenhouse roof? No problem. You can still catch that early-morning flight to Paris...no need to get the cops involved. Your plane dodges one unmanned 'drone' missile, four heat-seeking missiles, and cannon fire from an unidentified Phantom fighter, doing barrel rolls, an unpowered dive, and a crash-net landing without thrust reversers in the process? No problem, we'll have the mechanics check the oil and get you on your way in just a few hours. It's truly funny.<br /><br />And I'll admit that there's a bit of the anarchist in me that comes out when the passengers pay no attention to the cabin attendants. The highlight is when the attendant tells Jimmie Walker he'll have to put away his saxophone (God spare me from a flight seated in front of a saxophonist playing jazz!) prior to take-off. Jimmie basically says, 'Nope.' Later in the flight, the sax is damaged during a barrel-roll and Jimmie actually shows up on the next leg of the flight with yet another sax that he won't put away. This aspect of the film is just fun. (ONE passenger actually obeys the attendant. When Charo is told she can't take her dog on the flight, she leaves the plane. Naturally, this is because you can't get a good view of her ass and boobs while she's seated.) <br /><br />In summary, a terrible movie, but terrible enough to be a bit amusing. Unfortunately, the filmmakers and cast deserve no credit whatsoever for this, as it was probably entirely unintentional.",1,amusing
"Cuba Gooding Jr. is back on top! Jesus, he did a great job in this film! I LOVED this movie. Its one of those feel good movies that makes you want to run out and volunteer at a mission or something. Anyway, I would recommend seeing this movie in a heartbeat! Well worth the price of admission. And as for Cuba Gooding Jr., just give him his next Oscar right now!!!!!!!!!!!!!!",0,ecstatic
"Somehow a woman working with a scientist puts round metal balls into people's mouths that supposedly changes their personality but in reality turns them into crazed, zombie-like killers. The 'guinea pigs' for the experiment are scantily-clad, nubile young women in desperate need of acting lessons. This movie is awful, atrocious, and amazingly bad. It has little to no logic in the script. You really will have trouble following what is going on. It has no special effects. The computer screen that is supposedly representing a huge scientific advancement looks nothing more than an old Atari screen. And what is even worse is that there is also a puppet with strands of felt hair(looks like a lonely kid at summer camp made it) named George that is like a personal servant/confidant to Jessica(the leading 'actress'). Throughout the movie you will be subjected to the idiotic, sophmoric utterings of this puppet. But wait...you also get loads of softcore, unerotic, barely nude scenes with the girls with some bar guys. All the while a most annoying soundtrack plays in the background like some kind of spiritual discovery has taken place. None of the actors are good. There are just varying degrees of bad. The gore and 'horror' aspects are especially ineptly filmed. The film really looks like an adolescent put it together. No coincidence Henry Sala, the director by name but not by trade, has not made another film. I was bored almost into a coma watching this stupid, silly, dreck! And how bout the ending? What happened? If you know let me in on the secret because for the life of me I cannot figure it out. All I know is that I lost the time spent watching this garbage that made the beginning of my weekend a real nightmare of a bore!",1,deranged
"Here is one movie that is genuinely funny at every single moment that it covers. How can it not be given that this movie stars the creators of South Park and is directed by David Zucker? When I first saw this movie, I did'nt immediately realise that Coop and Doug were really Matt and Trey but their talent in acting and writing came out as quite impressive. I was pleasantly surprised to learn that they were really Matt and Trey, later on. The humor is sometimes crude, sometimes foul, sometimes brilliant, sometimes subtle, sometimes loud and sometimes stupid but overall, this is one hell of a movie that is without doubt, under rated. Well actually, its insane. Totally insane.",0,insane
"Take a SciFi Original Movie and mix in a little alternative/revisionist history, and you get 'Aztec Rex.' Apparently Hernand Cortes, before conquering the Aztec empire, had to first conquer a Tyrannosaurus Rex and her mate. That's the thrust of this movie. Given the plot it could have really sucked; the fact that it only kind of sucked is a tip of the cap to the writers. There are a few problems. For starters, Cortes is played by Ian Ziering. Even with a black wig, Ziering as Cortes is about as convincing as Axl Rose playing Gandhi. And though Cortes conquers the indigenous peoples of Mexico, the Aztecs here seem to be played by an all-Hawaiian ensemble. Casting aside, the T-Rex(es) look reasonably good, though every time one of them gets shot it just oozed CGI. And they die too easily; I suppose if a T-Rex were around in real life they probably could be felled or at least wounded by some rather rudimentary, 16th-century weaponry. But it takes something away from the movie. There are also some graphic T-Rex-swallowing-human scenes, which is surprising, but in this context I thought they worked OK. There's plenty of action, and the whole colonization angle is prevalent throughout but doesn't overwhelm the dinosaur angle, unlike the other recent SciFi Original dinosaur movie 'Warbirds.' Overall, a mediocre (but decent by SciFi Original standards) movie that rates a modest 4.",1,Mediocre
"It is so bad, I can not tear myself away. I keep asking myself, 'Why?' 'Why?' with every scene.<br /><br />There is no continuity, but then again if you want to make a very overtly homosexual movie with a fetishistic attitude towards all things Big, Big boats, Big Boys, Big planes, then you don't have to worry about things like plot or character. I am baffled, and very concerned that the CAG looks so much like Richard Pryor. It seems wrong to put a Pryor look alike in such a terrible movie. But I can't tear myself away. This movie is the first movie I've ever reviewed. That is how phenomenally bad and bizarre it is. It motivated me to join this site. I have counted 50 main characters. Perhaps if I was stoned I could follow this, but as it is, I feel like I'm in some kind of never ending bad dream, where it is always 1988, and we were the greatest cocktry on earth.",1,Bizarre.
"Released two years before I was born, this Oscar-winning movie has it all - lavish Technicolor sets and costumes, breathtaking cinematography, superb wall-to-wall Gershwin music, superior choreography, a lighter-than-air screenplay, and great performances by Kelly, Levant, Foch, Guetary, and Caron. Hollywood doesn't make 'em like this anymore. Definitely, this is my favorite movie of all time, a standard by which I judge all other films. ENJOY, ENJOY, ENJOY!",0,ecstatic
"Though the plot elements to 'The Eighth Day' seem like they have been done plenty of times, the film still has much of the spark, mystery, and symbolism that Jaco Van Dormal's first film had. Though not as good as 'Toto the Hero', which will always remain on my favorites list, the movie still leaves us with lots of emotions. Daniel Auteil, from 2001's flavorless 'The Closet' downplays his part, afraid to overact (rightfully so, the role could have easily been ruined if the actor was overly dramatic). However, I felt the part needed a bit more realism to it, focusing more on the character itself instead of simply the character's growth.<br /><br />Don't walk into this movie expecting the dark humor and unexpected twists that you got from 'Toto the Hero' because you will be disappointed. However, the film still serves as a decent, if not flawed, movie",0,flawed
"I blind bought this movie and am pretty upset that I paid as much as I did but I would say that it's at least worth a rent for some cool deaths and laughable acting. It is not a good movie in any way but I must say that I was pretty darn entertained. I guess it could be called so-bad-it's-good.<br /><br />As I said, the acting is awful, I feel like I could have done a better job showing, at least, any emotion. The story is nothing new and has been done better. I guess I just have a soft spot for any carnival-esquire type film. I would say rent this or download it but definitely don't buy it. It is not worth more than one watch.",1,amused
