idx,text,label,prediction,cleaned_prediction
6929,of his best-known creation ,1,neutral,neutral
6938,an original bone ,1,neutral,neutral
6948,metaphysical ,1,neutral,neutral
6970,means check it out . ,1,neutral,neutral
6972,and finely cut diamond ,1,neutral,neutral
6973,convincing one ,1,neutral,neutral
6979,emotional gravity ,1,neutral,neutral
6999,of faith ,1,neutral,neutral
7004,original film ,1,neutral,neutral
7019,a full-length classic ,1,neutral,neutral
7021,enduring ,1,neutral,neutral
7031,soap-opera ,0,neutral,neutral
7046,is familiar but enjoyable . ,1,neutral,neutral
7050,is easily ,1,neutral,neutral
7094,career-defining ,1,neutral,neutral
7101,any scorsese ,0,neutral,neutral
7106,of extravagant ,1,neutral,neutral
7112,about movie love ,1,neutral,neutral
7116,a bigger-name cast ,1,neutral,neutral
7118,everyone making it ,1,neutral,neutral
7120,coming-of-age film ,1,neutral,neutral
7146,stays close to the ground ,1,neutral,neutral
7151,interesting and at times ,1,neutral,neutral
7172,no surprises . ,0,neutral,neutral
7174,somewhat less ,0,neutral,neutral
7182,live-action cartoon ,0,neutral,neutral
7207,extant stardom ,1,neutral,neutral
7215,hilarious and sad ,1,neutral,neutral
7220,integrity ,1,neutral,neutral
7221,cardiac ,0,neutral,neutral
7234,fully formed ,1,neutral,neutral
7240,any way of gripping what its point is ,0,neutral,neutral
7241,with humor and poignancy ,1,poignant,poignant
7255,appeared in 1938 ,1,neutral,neutral
7256,"susan sarandon , dustin hoffman and holly hunter , ",1,neutral,neutral
7275,green men ,0,neutral,neutral
7277,teddy bears ' ,1,neutral,neutral
7301,super ,1,neutral,neutral
7320,swiftly ,1,neutral,neutral
7328,rich tale ,1,neutral,neutral
7330,prepare ,1,neutral,neutral
7344,"designed strictly for children 's home video , ",0,neutral,neutral
7355,its core ,1,neutral,neutral
7366,riveting power and sadness ,1,neutral,neutral
7375,creeping into the second half ,0,neutral,neutral
7394,"a step further , ",1,neutral,neutral
7405,filling ,1,neutral,neutral
7429,byron and luther ,1,neutral,neutral
7450,lazy but enjoyable ,1,neutral,neutral
7459,favorite musical ,1,neutral,neutral
7471,cedar 's ,1,neutral,neutral
7500,playwriting 101 premise ,0,neutral,neutral
7539,will likely ,1,neutral,neutral
7548,suitable ,1,neutral,neutral
7549,i bought this movie ,1,neutral,neutral
7565,"feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting ",0,neutral,neutral
7567,an in-depth portrait ,1,neutral,neutral
7569,acquire the fast-paced contemporary society ,1,neutral,neutral
7591,toilet-humor ,0,neutral,neutral
7604,everywhere ,1,neutral,neutral
7611,appropriately ,1,neutral,neutral
7622,a copy of a copy ,0,neutral,neutral
7629,oft-brilliant ,1,neutral,neutral
7640,seem to hit ,1,neutral,neutral
7645,does probably as good a job as anyone ,1,neutral,neutral
7653,", touching , smart and complicated ",1,neutral,neutral
7665,in a well-balanced fashion ,1,neutral,neutral
7669,original cartoon ,1,neutral,neutral
7675,is why anthony hopkins is in it . ,0,neutral,neutral
7687,somebody might devote time to see it ,0,neutral,neutral
7695,little film noir organized crime story ,1,neutral,neutral
7698,realizing that you 've spent the past 20 minutes looking at your watch ,0,frustrated,frustrated
7704,a certain ambition ,1,neutral,neutral
7717,is fine ,1,neutral,neutral
7724,leave ,0,neutral,neutral
7725,"be compelling , amusing and unsettling ",1,neutral,neutral
7729,that reaches across time and distance ,1,neutral,neutral
7744,dog ,1,neutral,neutral
7778,kids ,1,neutral,neutral
7796,talk about for hours ,1,neutral,neutral
7799,the original ,1,neutral,neutral
7813,of modern life ,1,neutral,neutral
7814,minor film ,0,neutral,neutral
7822,undoubtedly ,1,neutral,neutral
7827,just a string ,1,neutral,neutral
7842,real narrative logic ,1,neutral,neutral
7846,a trip ,1,neutral,neutral
7854,psychological case study ,1,neutral,neutral
7867,what makes it worth a recommendation ,1,neutral,neutral
7872,a feast ,1,neutral,neutral
7886,a guiltless film ,1,neutral,neutral
7897,pink floyd tickets ,1,neutral,neutral
7902,companion piece ,1,neutral,neutral
7904,bidder ,1,neutral,neutral
7911,family responsibility and care ,1,neutral,neutral
7912,toss logic and science ,0,neutral,neutral
7917,that rare animal ,1,neutral,neutral
7927,fax ,1,neutral,neutral
7934,he or anyone else ,0,neutral,neutral
7949,like many of his works ,1,neutral,neutral
7956,object lesson ,1,neutral,neutral
7960,", realistic portrayal ",1,neutral,neutral
8001,indifferent ,0,neutral,neutral
8040,give a second look if we passed them on the street ,1,neutral,neutral
8049,"a small , personal film ",1,neutral,neutral
8054,elaborate ,1,neutral,neutral
8059,the respect they ,1,neutral,neutral
8072,'s something about mary and both american pie movies ,1,neutral,neutral
8080,measured or polished ,1,neutral,neutral
8083,zero ,0,neutral,neutral
8089,every member ,1,neutral,neutral
8093,of invention ,1,neutral,neutral
8094,uneven action comedy ,0,neutral,neutral
8095,as a classic movie franchise ,1,neutral,neutral
8102,taking the easy hollywood road ,1,neutral,neutral
8103,prepackaged ,0,neutral,neutral
8134,artistically ,1,neutral,neutral
8136,despite its rough edges and a tendency to sag in certain places ,0,neutral,neutral
8142,what we call the ` wow ' factor ,1,neutral,neutral
8147,that satisfies ,1,neutral,neutral
8148,futuristic sets ,1,neutral,neutral
8156,the acting is just fine ,1,neutral,neutral
8157,rarity ,1,neutral,neutral
8161,beautifully crafted and cooly unsettling ... ,1,unsettling,unsettling
8174,gently comic even as the film breaks your heart ,1,bittersweet,bittersweet
8201,an overly familiar scenario ,0,neutral,neutral
8205,reaction ,1,neutral,neutral
8206,the true impact ,1,neutral,neutral
8233,excuse for a film ,0,neutral,neutral
8251,everyone 's ,1,neutral,neutral
8254,even shallow ,0,neutral,neutral
8264,humanize ,1,neutral,neutral
8297,of that ,1,neutral,neutral
8304,) ,1,I'm ready to analyze. What's the sentence?,imreadytoanalyzewhatsthesentence
8309,"they strip down often enough to keep men alert , if not amused ",0,amused,amused
8323,are believable as people ,1,neutral,neutral
8324,percolating ,1,neutral,neutral
8334,seems so larger than life and yet so fragile ,1,bittersweet,bittersweet
8346,take this film at face value ,1,neutral,neutral
8356,the power of spirits ,1,neutral,neutral
8358,intense and ,1,neutral,neutral
8360,beautifully crafted and cooly unsettling ... recreates ,1,unsettling,unsettling
8363,fiji diver rusi vulakoro and the married couple howard and michelle hall ) ,1,neutral,neutral
8385,somewhat short ,0,neutral,neutral
8388,a date ,1,neutral,neutral
8396,the symbols ,1,neutral,neutral
8409,an imitation movie ,0,neutral,neutral
8415,at times a bit melodramatic and even a little dated ( depending upon where you live ) ,0,neutral,neutral
8428,"decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . ",0,neutral,neutral
8431,distinctly minor ,0,neutral,neutral
8444,that rare quality ,1,neutral,neutral
8454,oddest ,0,neutral,neutral
8477,"whether it wants to be a black comedy , drama , melodrama or some combination of the three ",0,neutral,neutral
8484,culture-clash comedy ,1,neutral,neutral
8486,this modern mob music drama ,1,neutral,neutral
8487,( has ) an immediacy ,1,neutral,neutral
8502,a lump of play-doh ,1,neutral,neutral
8516,suspense on different levels ,1,neutral,neutral
8523,more slowly ,0,neutral,neutral
8524,", original ",1,neutral,neutral
8550,you might want to check it out ,1,neutral,neutral
8558,works on some levels and ,1,neutral,neutral
8560,refracting ,0,neutral,neutral
8567,would be an abridged edition ,0,neutral,neutral
8573,a xerox machine ,0,neutral,neutral
8591,simple tale ,1,neutral,neutral
8619,", uninhibited ",1,neutral,neutral
8622,are ... ,1,neutral,neutral
8630,to probe questions of attraction and interdependence ,1,neutral,neutral
8634,what he could make with a decent budget ,1,neutral,neutral
8636,the most surprising thing ,1,neutral,neutral
8640,i 'm not sure these words have ever been together in the same sentence : ,0,neutral,neutral
8641,fill time ,0,neutral,neutral
8659,crafted ,1,neutral,neutral
8667,it the most ,1,neutral,neutral
8679,one scene ,1,neutral,neutral
8680,", inner-city autistic ",0,neutral,neutral
8687,bottom ,0,neutral,neutral
8698,see this movie ,1,neutral,neutral
8713,"well done , but slow ",1,neutral,neutral
8729,case zero . ,0,neutral,neutral
8732,is ok for a movie to be something of a sitcom apparatus ,1,neutral,neutral
8734,abbass 's understated ,1,neutral,neutral
8784,this alleged psychological thriller ,0,neutral,neutral
8787,almost seems like a documentary in the way ,1,neutral,neutral
8792,"the `` a '' range , ",1,neutral,neutral
8793,fills the eyes ,1,neutral,neutral
8809,then by all means check it out . ,1,neutral,neutral
8815,considerable ,1,neutral,neutral
8845,turn out okay ,1,neutral,neutral
8861,of routine stuff yuen ,0,neutral,neutral
8862,flatter ,1,neutral,neutral
8877,visuals and enveloping sounds ,1,neutral,neutral
8879,what results is the best performance from either in years ,1,neutral,neutral
8892,there is truth here ,1,neutral,neutral
8893,substantive ,1,neutral,neutral
8904,empowerment tale thinly ,0,neutral,neutral
8923,pure composition ,1,neutral,neutral
8930,juxtapositions ,1,neutral,neutral
8935,trusted audiences ,1,neutral,neutral
8947,recreation to resonate ,1,neutral,neutral
8948,becoming ,1,neutral,neutral
8949,profoundly ,1,neutral,neutral
8955,emotional and ,1,neutral,neutral
8976,the pitfalls you 'd expect in such a potentially sudsy set-up ,0,cautious,cautious
8990,award ,1,neutral,neutral
8997,the e-graveyard ,1,neutral,neutral
9000,enticing and ,1,neutral,neutral
9008,brimming ,1,neutral,neutral
9018,organized ,1,neutral,neutral
9024,is just the point ,1,neutral,neutral
9047,recommend secretary ,1,neutral,neutral
9056,spot ,1,neutral,neutral
9060,masters of both ,1,neutral,neutral
9063,to adopt as a generational signpost ,1,neutral,neutral
9067,a durable part ,1,neutral,neutral
9071,cleaner ,1,neutral,neutral
9076,the gifted pearce ,1,neutral,neutral
9077,"smart , ",1,neutral,neutral
9082,coherent ,1,neutral,neutral
9090,as good a job as anyone ,1,neutral,neutral
9159,nails all of orlean 's themes ,1,neutral,neutral
9168,movies about angels ,1,neutral,neutral
9172,odd bedfellows ,0,neutral,neutral
9178,the product ,1,neutral,neutral
9180,may look cool ,1,neutral,neutral
9196,know a star ,1,neutral,neutral
9201,perfected ,1,neutral,neutral
9204,a higher plateau ,1,neutral,neutral
9210,not without merit ,1,neutral,neutral
9220,freshening ,1,neutral,neutral
9230,unbalanced mixture ,0,neutral,neutral
9253,be on video ,0,neutral,neutral
9270,innovative backgrounds ,1,neutral,neutral
9274,of balto ,1,neutral,neutral
9276,are sometimes bracing ,1,neutral,neutral
9278,'s impossible to claim that it is `` based on a true story '' with a straight face ,0,Sarcastic,sarcastic
9281,thurman ,1,neutral,neutral
9291,all the demographically appropriate comic buttons ,1,neutral,neutral
9295,it aspires ,1,neutral,neutral
9303,sex ,1,neutral,neutral
9333,who is not a character in this movie ,1,neutral,neutral
9337,the screenplay or something ,1,neutral,neutral
9341,his control ,0,neutral,neutral
9344,auto-critique ,0,neutral,neutral
9346,pure movie ,1,neutral,neutral
9353,'s tough to be startled when you 're almost dozing ,0,neutral,neutral
9356,healing process ,1,neutral,neutral
9360,realistically ,1,neutral,neutral
9375,modest amusements ,1,neutral,neutral
9398,the light of the exit sign ,0,neutral,neutral
9400,a lot more ,1,neutral,neutral
9407,about nothing ,0,neutral,neutral
9420,hollywood pipeline ,0,neutral,neutral
9425,squirts the screen in ` warm water under a red bridge ' ,1,neutral,neutral
9427,family and community ,1,neutral,neutral
9450,broadcast ,1,neutral,neutral
9453,knockabout ,1,neutral,neutral
9456,coming-of-age portrait ,1,neutral,neutral
9461,seat ,1,neutral,neutral
9462,more ways ,1,neutral,neutral
9466,degrading and strangely liberating ,1,neutral,neutral
9485,having an old friend for dinner ' ,1,neutral,neutral
9495,ate ,0,neutral,neutral
9498,made-for-tv ,0,neutral,neutral
9501,reserved but existential ,1,neutral,neutral
9511,are side stories aplenty ,1,neutral,neutral
9535,has a bigger-name cast ,1,neutral,neutral
9539,commands attention ,1,neutral,neutral
9559,toss-up ,1,neutral,neutral
9560,poetry ,1,neutral,neutral
9576,be called animation ,1,neutral,neutral
9587,comes ,1,neutral,neutral
9626,"enough , but nothing new ",0,neutral,neutral
9628,remains prominent ,1,neutral,neutral
9648,its characters and communicates something ,1,neutral,neutral
9667,argue ,0,neutral,neutral
9673,of low-budget filmmaking ,0,neutral,neutral
9677,grade-school audience ,0,neutral,neutral
9692,director anne fontaine ,1,neutral,neutral
9704,work up much entertainment value ,1,neutral,neutral
9710,rare movie ,1,neutral,neutral
9721,gold ,1,neutral,neutral
9731,bold biographical fantasia ,1,neutral,neutral
9768,layer of action man cliché atop wooden dialogue and ,0,neutral,neutral
9776,with a modicum of patience ,1,neutral,neutral
9795,a feel movie ,1,neutral,neutral
9798,energetic and ,1,neutral,neutral
9803,the finish line ,1,neutral,neutral
9820,to care about ,1,neutral,neutral
9821,be liked sometimes ,1,neutral,neutral
9835,if you love reading and/or poetry ,1,neutral,neutral
9840,offers an interesting bit of speculation ,1,neutral,neutral
9847,"seen 10,000 times ",1,neutral,neutral
9857,interesting matters of identity and heritage ,1,neutral,neutral
9879,musical number ,1,neutral,neutral
9882,old-fashioned storytelling ,1,neutral,neutral
9894,holds up in an era in which computer-generated images are the norm ,1,neutral,neutral
9904,the artificial structure ,0,neutral,neutral
9927,to use the word `` new '' in its title ,0,neutral,neutral
9928,not particularly scary ,0,neutral,neutral
9943,steve martin ,1,neutral,neutral
9954,be a straightforward bio ,1,neutral,neutral
9970,pastel landscapes ,1,neutral,neutral
9973,it would be ,1,neutral,neutral
9979,a sudden lunch rush ,1,neutral,neutral
9992,why this project was undertaken ,0,neutral,neutral
9997,can get your money back ,0,neutral,neutral
